                         Please Contact,looking for a small house or townhouse to rent,< 4 hours ago
                        $500.00,Looking for roommate in appartment,< 4 hours ago
                        $50.00,PARKING STALLS AVAILABLE,< 4 hours ago
                        $750.00,**BONUS**NEWLY RENO'ED APARTMENT 2 Bdrm 285 COLLEGE AVE $750/MO,< 4 hours ago
                        $695.00,SPACIOUS BACH/STUDIO/615 SHERBROOK/$695/PKG AVAIL/ NEAR HOSPITAL,< 4 hours ago
                        $795.00,NEWLY RENOVATED 2 BEDROOM 743 SARGENT AVENUE $795/MONTH,< 4 hours ago
"                        $1,195.00",unique and spacious 1 Bdrm loft style  huge deck - 137 Mayfair!,< 4 hours ago
"                        $324,900.00",READY FOR THAT QUIET COUNTRY ATMOSPHERE?,< 4 hours ago
"                        $1,350.00",lovely townhouse,< 4 hours ago
                         Please Contact,This is Home.,< 4 hours ago
                        $825.00,1 Bedroom Talbot Ave (All Utilities Included),< 4 hours ago
"                        $1,800.00",New 3 Bedroom Furnished Home in St. Vital!!!!,< 4 hours ago
"                        $209,900.00",Open House Sun. 2-4 PM. Updated Bungalow -ONLY $209900!,< 4 hours ago
"                        $1,050.00",Rare Find - 3 Bedroom Suite - Available Aug 1st,< 4 hours ago
                        $688.00,506 Balmoral - 1 Bedroom Avail Aug 1st,< 4 hours ago
                         Please Contact,Wanted:IN SEARCH OF  parking near Bannatyne Campus and HSC,< 4 hours ago
"                        $1,300.00","3 Bedroom home for rent immediately, $1300month 204-951-8448",< 5 hours ago
"                        $1,219.00",Spacious/Open Osborne Village Apt for August -Utilities Included,< 5 hours ago
                        $500.00,Room available for rent from August 1st,< 5 hours ago
"                        $249,900.00",Pride of Ownership in Shaughnesy Park,< 5 hours ago
                        $480.00,Female rooms available,< 5 hours ago
"                        $1,500.00",Winnipeg 3 Bedroom Apartment for Rent: 90 Waterford Green...,< 5 hours ago
"                        $1,195.00",Winnipeg 1 Bedroom Apartment for Rent: 90 Waterford Green...,< 5 hours ago
"                        $1,320.00",Winnipeg 2 Bedroom. 1 Bathroom Apartment for Rent: 90...,< 5 hours ago
                         Please Contact,"Wanted:Single occupant, EIA & friendly looking for apartments ASAP",< 5 hours ago
"                        $1,305.00",Open-Concept 2 Bedroom Apartment for Rent in Winnipeg,< 5 hours ago
"                        $1,395.00","Smoke-Free 2 Bedroom Apartment for Rent in Winnipeg, 2 Bathrooms",< 5 hours ago
"                        $1,500.00","Three Bedroom, Two Bath Apartment for Rent in Winnipeg by Costco",< 5 hours ago
"                        $1,425.00","Two Bedroom, Two Bath Apartment for Rent in Winnipeg: Pets OK.",< 5 hours ago
"                        $1,205.00",One Bedroom Apartment for Rent in Winnipeg with U/G Parking,< 5 hours ago
                        $500.00,$500 for rooms in a quiet area/utilities included/EIA friendly,< 5 hours ago
"                        $1,137.00",2 bedroom apartment for sublet,< 5 hours ago
"                        $11,500.00",700 sq ft Bungalow,< 5 hours ago
                        $771.00,1 bedroom apartment in st vital august 1st 2019,< 5 hours ago
"                        $264,900.00",BEAUTIFUL 3 BR 2 BATH BI-LEVEL W/ FULL BASEMENT - 360 CHALMERS,< 5 hours ago
                        $950.00,Pet friendly Crescentwood,< 5 hours ago
"                        $1,000.00",Corydon / Osborne One Bedroom Apartment for August 1st,< 5 hours ago
"                        $1,520.00","SUBLET IN RIVER HEIGHTS $506 month/person, 3 bedroom",< 5 hours ago
"                        $1,121.00",1 bedroom apartment for sublet,< 5 hours ago
"                        $1,200.00","2 BDRM UPPER DUPLEX SUITE - $1,200 - AUG15/19 - WINDSOR PARK",< 5 hours ago
                        $350.00,Wanted:Rooms in basement,< 5 hours ago
"                        $325,000.00","YOUR OWN VACATION SPOT - Cabin for Sale - Sioux Narrows, ON",< 5 hours ago
"                        $165,000.00",Lot 5 Demarcke Drive- Lorrette,< 5 hours ago
"                        $1,400.00",Two-Bedroom Apartment in heart of Osborne,< 5 hours ago
"                        $1,200.00","2BDRM UPPER DUPLEX SUITE - $1,200- AUG15/19- WINDSOR PARK",< 5 hours ago
                        $825.00,1 bedroom suite available with on site dog park,< 5 hours ago
"                        $1,025.00",3 bedroom suite,< 5 hours ago
                        $300.00,Room rent,< 5 hours ago
                        $950.00,New 1 bedroom suite available with onsite dog park,< 5 hours ago
                         Please Contact,Room for Rent - Near U of M/St.Vital Mall,< 5 hours ago
"                        $1,298.00","2 Bed Room Apartment on Rent - Peguis Street, Concordia",< 5 hours ago
                        $795.00,1 BR DOWNTOWN - SEPTEMBER 1ST,< 5 hours ago
"                        $369,900.00","251 Horace , Norwood Grove / St. Boniface 3 bedroom, 2 Bath.",< 5 hours ago
                         Please Contact,Fully Renovated Huge 05+ Bedrooms Main Floor Duplex 4 rent July,< 5 hours ago
"                        $1,073.00","Beautifully Renovated 2Bdr Suite, $1073 w/Util, Wolseley/Polo",< 5 hours ago
                        $770.00,One bedroom home,< 5 hours ago
"                        $1,073.00","Beautifully Renovated 2Bdr Suite, $1073 w/Util, Wolseley/Polo",< 5 hours ago
"                        $1,126.00",AVAIL IMMEDIATELY! ST VITAL ONE BEDROOM APARTMENT!,< 5 hours ago
                        $175.00,2 hrs from Wpg 5 STAR  Lakefront Vacation Cottage Cabin For Rent,< 5 hours ago
                        $900.00,Basement available for rent close to St vital mall,< 5 hours ago
"                        $208,500.00",BEAUTIFUL MAPLES 3 BEDRM STARTER OR INVESTMENT HOME - 53 MARLOW,< 5 hours ago
"                        $59,900.00",Cottages for sale call Lee-Ann 204-771-7132,< 5 hours ago
"                        $145,000.00",LOVELY 3 BR 1.5 Bath w/ FULL BASEMENT - 229 SELKIRK,< 5 hours ago
"                        $469,000.00",45 acre house and farm land 30 min south of the perimeter,< 5 hours ago
"                        $138,000.00",LOVELY 2 BEDROOM 835 SQFT MAPLES CONDO - 197 WATSON,< 5 hours ago
                        $695.00,The New Beverley  steps from PORTAGE AVE near downtown,< 5 hours ago
"                        $129,900.00","Southside Estates, Ile Des Chenes",< 5 hours ago
                        $650.00,Bachelor for rent to older person in North End,< 5 hours ago
"                        $2,500.00",Furnished luxury condo for rent,< 5 hours ago
"                        $94,900.00",2 Bedroom Condo For Sale,< 5 hours ago
"                        $1,200.00",Newly Renovated 2 bedroom house,< 5 hours ago
                        $390.00,1 room for girls only! Close to U of M and MITT Pembina Hwy,< 5 hours ago
"                        $199,900.00",79 Barkman - Steinbach - PRICE REDUCED,< 5 hours ago
                        $950.00,Two bedroom house for rent in North End,< 5 hours ago
                        $850.00,455 AGNES - 1 BR Now Available!,< 5 hours ago
                        $50.00,Parking Spot - Fawcett Ave (Off Maryland and Broadway),< 6 hours ago
                         Please Contact,Beautiful Home for sale 15 min east of Winnipeg close to Lorette,< 6 hours ago
                        $425.00,Female Roommate wanted for August 1st or earlier.,< 6 hours ago
"                        $1,325.00","apartment, condo for rent",< 6 hours ago
                        $615.00,Big room main floor for student*5 min walk to UoM! July,< 6 hours ago
"                        $1,125.00",1 Bed + Den - $1125 - 70 Barnes near UofM - Concrete Construct.,< 6 hours ago
"                        $1,000.00",Newly Renovated Apartment for Rent Available Immediately,< 6 hours ago
                        $700.00,700fully Furnished Bedroomin a house behind grant park center,< 6 hours ago
"                        $1,495.00",3-Bedroom side x side for rent in St-Norbert,< 6 hours ago
"                        $279,900.00",25 Tim Sale in South Pointe Unit 407 - Listed by Sheraz Ali,< 6 hours ago
"                        $319,900.00",43 Lafayette Bay - Listed by Sheraz Ali,< 6 hours ago
"                        $639,900.00",615 Churchill Drive - Listed by Sheraz Ali,< 6 hours ago
"                        $271,900.00",99 Wellington Crescent #510 - Listed by Sheraz Ali,< 6 hours ago
"                        $237,900.00",2300 Pembina Highway # 308 - Listed by Sheraz Ali,< 6 hours ago
"                        $269,900.00",439 Pandora Avenue # 6 - Listed by Sheraz Ali,< 6 hours ago
"                        $299,900.00",beautiful bungalow with amazing back yard+ insulated dbl garage!,< 6 hours ago
"                        $1,275.00",2 Bedroom Corner suite on Ground Floor at Quail Ridge Estates!,< 6 hours ago
                        $500.00,Room Rental and Roomate wanted,< 6 hours ago
"                        $214,900.00",Fully Renovated West End Home,< 6 hours ago
"                        $161,500.00",Excellent Value for this East Transcona Home on Large Lot,< 6 hours ago
"                        $19,900.00",90' x 170' Treed Lot North of Gimli Close to Water (Glen Bay),< 6 hours ago
                         Please Contact,Parking spot near the hsc hospital,< 6 hours ago
                        $975.00,Available for August and September,< 6 hours ago
                         Please Contact,Wanted:WE BUY HOUSES,< 6 hours ago
"                        $299,900.00","10 acre property.  build your own hobby farm, horse friendly",< 6 hours ago
                         Please Contact,Wanted:Looking for a house in Westwood area under $140K,< 6 hours ago
"                        $169,900.00","Only 160's in Garden City! 3rd Floor, Underground Parking!",< 6 hours ago
                         Please Contact,Wanted:We're Private Buyers Looking to Buy your House!,< 6 hours ago
"                        $1,048.00",Apartment for sublet,< 6 hours ago
                         Please Contact,2 Bedroom Basement for Rent ( East Indian Male ),< 6 hours ago
                         Please Contact,Wanted:Looking for pet friendly house rental,< 6 hours ago
"                        $1,075.00",1 Bedroom Condo - Month to Month Rent Beausejour,< 6 hours ago
"                        $524,900.00",Live in Rivers Edge (WSP) Gorgeous Bungalow - Shows A+!,< 6 hours ago
                        $800.00,Bright & Cozy 2 Bedroom Suite,< 6 hours ago
"                        $264,900.00",Great 3 Bedroom 3 Bathroom Home in Steinbach!,< 6 hours ago
                        $946.50,2 Bedroom suite Available,< 6 hours ago
                        $643.00,558 Sherbrook - 1 BR Available - August 1st!,< 6 hours ago
                        $875.00,340 St Anne's - Bachelor Available for immediate possession,< 6 hours ago
                        $677.00,545 Young St - 1 Br Available August 1st,< 6 hours ago
"                        $289,900.00","1132 sq ft 3 Bedroom Bungalow, Valley Gardens, Double Garage!",< 7 hours ago
"                        $1,250.00",Lindenwoods 2 Bedroom Condo for Rent,< 7 hours ago
                         Please Contact,Wanted:Wanted: room in a department or,< 7 hours ago
"                        $774,900.00",2.34 Acre House and Property Paradise,< 7 hours ago
"                        $1,245.00",2 Bedroom Special Summer Prices!,< 7 hours ago
"                        $190,000.00","DOWNSIZE YOUR COST, NOT YOUR SPACE!",< 7 hours ago
"                        $124,900.00","Upgraded Starter or Rental close to Mcphillips! ONLY 124,900!",< 7 hours ago
"                        $464,900.00",House for sale,< 7 hours ago
"                        $1,358.00",Enjoy the Tuxedo Life at 102-109 Swindon - 2 Bdrm 1.5 Bath.,< 7 hours ago
"                        $419,900.00","REDUCED $5000! Cabover, Pie Lot on Cul-de-sac in Eaglemere",< 7 hours ago
                        $500.00,Furnished room available,< 7 hours ago
                        $500.00,ROOM AVAILABLE FOR RENT!!!,< 7 hours ago
"                        $494,900.00",5 Bedroom Elegant River Park South Home,< 7 hours ago
"                        $185,000.00","House for sale by owner in Morris, MB",< 7 hours ago
"                        $1,052.00",Available now or August St James 2 bedrooms,< 7 hours ago
                        $850.00,Shorepoint Village,< 7 hours ago
"                        $1,165.00",2 bed rooms 2 washrooms for $1165,< 7 hours ago
                        $900.00,For rent in Grunthal: small 2 BR house,< 7 hours ago
"                        $1,198.00",West End Duplex Apartment for RENT!,< 7 hours ago
"                        $1,029.00","FOR Rent - Modern 1 BdRm Apt, Downtown with $500 Signing Bonus!!",< 7 hours ago
"                        $379,900.00",5 Bedroom Family Home in Wonderful Neighborhood,< 7 hours ago
"                        $1,100.00",For rent in Grunthal: 3 BR main floor,< 7 hours ago
"                        $174,900.00",Amazing 2 BR Townhouse in Maples,< 7 hours ago
"                        $1,438.00",Pet-Friendly Two Bedroom Two Bath with In-suite Laundry for...,< 7 hours ago
"                        $1,438.00",Pet-Friendly 2 Bedroom 2 Bathroom with In-suite Laundry for...,< 7 hours ago
                        $925.00,Gorgeous apartment at a perfect location available on Sept. 1,< 7 hours ago
"                        $1,388.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,338.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,268.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,298.00",Pet-Friendly Two Bedroom One Bath with In-suite Laundry for...,< 7 hours ago
"                        $1,218.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,218.00",Pet-Friendly Two Bedroom One Bath with In-suite Laundry for...,< 7 hours ago
"                        $1,298.00",Pet-Friendly Two Bedroom One Bath with In-suite Laundry for...,< 7 hours ago
"                        $1,298.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,298.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,268.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,378.00",Pet-Friendly Two Bedroom One Bath with In-suite Laundry for...,< 7 hours ago
"                        $1,378.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,448.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,498.00",Pet-Friendly 2 Bedroom 2 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,288.00",Pet-Friendly 1 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,348.00",Pet-Friendly 2 Bedroom 2 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,488.00",Pet-Friendly 3 Bedroom 2 Bathroom with In-suite Laundry for...,< 7 hours ago
"                        $1,318.00",Pet-Friendly 2 Bedroom 1 Bathroom with In-suite Laundry for...,< 7 hours ago
                        $875.00,53 FURBY - 1 Bedroom - August 1st! - Move in BONUS!,< 7 hours ago
"                        $319,900.00",Lovely home on Quiet Street in St. James,< 7 hours ago
"                        $484,900.00",Beautiful 3 Beds 2 Bath Family Home in Ambertrails,< 7 hours ago
                        $225.00,Temp Roommate Needed! July 11 - 28,< 7 hours ago
"                        $1,125.00",Variety of 1 & 2 BRs - Steps from Corydon Village!,< 7 hours ago
"                        $388,757.00",Brand new 3 bed/2bath - custom build in Crestview,< 7 hours ago
"                        $209,900.00",Perfect 2 Bedroom Starter Home,< 7 hours ago
"                        $1,800.00",3 bedroom Wolseley Home for rent - August 1st,< 7 hours ago
"                        $324,900.00",St Norbert Immaculate 4 Bedroom Home,< 7 hours ago
"                        $1,800.00",Beautiful Bungalow For Rent In River Heights,< 7 hours ago
"                        $469,900.00",Gorgeous 5 Bedroom House for Sale at Waterford Green,< 7 hours ago
"                        $199,900.00",Affordable 3 Bedroom Family Home in Sinclair Park,< 7 hours ago
"                        $284,900.00",Amazing Downtown Winnipeg Condo with City Views,< 7 hours ago
                        $350.00,Wanted:Gay bi Roommate GUYS ONLY,< 7 hours ago
"                        $1,885.00",Brand New Townhome Rentals with Developed Basement,< 7 hours ago
"                        $1,700.00",Brio Brownstones - Three Bedroom Townhome Townhome for Rent,< 7 hours ago
"                        $2,800.00",Gorgeous 2 Storey 5 BR for Professional & Executives close to UM,< 7 hours ago
"                        $1,200.00",Brio Rental Townhomes - One Bedroom for Rent,< 7 hours ago
"                        $1,465.00",Brio Rental Townhomes - Two Bedroom for Rent,< 7 hours ago
                         Please Contact,Room on rent,< 7 hours ago
                        $25.00,Need ride outside Winnipeg ? Moving to Brandon ? We can Help!,< 7 hours ago
"                        $184,900.00",DONT JUDGE A BOOK BY ITS COVER - UPGRADED 3 BEDROOM HOME,< 7 hours ago
                        $450.00,Room availabe for $450.00,< 7 hours ago
                        $974.00,SUBLET AUG 1 - 825 Corydon - 1 bed/1 bath - Pet friendly!,< 7 hours ago
                         Please Contact,Silver Heights Stylish Home for Sale,< 7 hours ago
"                        $1,500.00",Elmwood EK Condominium For Rent 3 Bedroom,< 7 hours ago
"                        $1,000.00",1 Bdrm Loft Apartments in Converted Warehouse - Downtown Wpg,< 7 hours ago
"                        $324,900.00",3 BR Turnkey Home for Sale at West Kildonan,< 7 hours ago
                         Please Contact,Sensational Scotia Heights House for Sale,< 7 hours ago
"                        $549,900.00",Only 5 minutes west with 2 double garages PLUS RV parking !,< 7 hours ago
                         Please Contact,Wanted:House for sale Transcona,< 7 hours ago
