address,mod_address,long,lat
Emes RD Manitoba,"Emes Rd, Manitoba R2P, Canada",-97.1204856,49.9811134
Emily ST Manitoba,"Emily St, Winnipeg, MB, Canada",-97.1608687,49.9036218
Emo AVE Manitoba,"Emo Ave, Winnipeg, MB R3J, Canada",-97.2763215,49.87488
Emory RD Manitoba,"Emory Rd, Winnipeg, MB R3T, Canada",-97.14315549999999,49.7898286
Empress ST Manitoba,"Empress St, Winnipeg, MB, Canada",-97.19575200000001,49.894088
Empress ST East Manitoba,"Empress St E, Winnipeg, MB R3G, Canada",-97.1945959,49.8808686
Emslie ST Manitoba,"Emslie St, Winnipeg, MB R2W, Canada",-97.12350239999999,49.9226505
Endcliffe PL Manitoba,"Endcliffe Pl, Winnipeg, MB R2V, Canada",-97.1053292,49.9553678
Enfield CR Manitoba,"Enfield Crescent, Winnipeg, MB R2H, Canada",-97.1147498,49.8782186
English PL Manitoba,"Manitoba, Canada",-98.8138762,53.7608608
Enniskillen AVE Manitoba,"Enniskillen Ave, Winnipeg, MB R2V, Canada",-97.12878599999999,49.93498
Envoy CR Manitoba,"Envoy Crescent, Winnipeg, MB R2V 3K5, Canada",-97.1310553,49.9510052
Envoy PL Manitoba,"Envoy Pl, Winnipeg, MB R2V, Canada",-97.1324363,49.9519213
Epsom CR Manitoba,"Epsom Crescent, Winnipeg, MB R3R, Canada",-97.26194009999999,49.85614109999999
Eric ST Manitoba,"Eric St, Winnipeg, MB R2M, Canada",-97.10663269999999,49.8374009
Ericsson Bay Manitoba,"Ericsson Bay, Winnipeg, MB R3K, Canada",-97.2986313,49.87828769999999
Erie Bay Manitoba,"Erie Bay, Winnipeg, MB R2J, Canada",-97.07958099999999,49.863713
Erin ST Manitoba,"Erin St, Winnipeg, MB, Canada",-97.18420599999999,49.896157
Erlandson DR Manitoba,"Erlandson Dr, Winnipeg, MB R3K, Canada",-97.2980262,49.869881
Essar AVE Manitoba,"Essar Ave, Winnipeg, MB R2G, Canada",-97.09158190000001,49.945726
Esselmont AVE Manitoba,"Esselmont Ave, Winnipeg, MB R2C, Canada",-97.0099888,49.8784103
Essex AVE Manitoba,"Essex Ave, Winnipeg, MB R2M, Canada",-97.1071966,49.8685074
Estabrook CV Manitoba,"Estabrook Cove, Winnipeg, MB R2N, Canada",-97.0784965,49.8146608
Ethelbert ST Manitoba,"Ethelbert St, Winnipeg, MB R3G, Canada",-97.16734129999999,49.88118240000001
Euclid AVE Manitoba,"Euclid Ave, Winnipeg, MB R2W, Canada",-97.129465,49.9076669
Eugenie ST Manitoba,"Eugenie St, Winnipeg, MB R2H, Canada",-97.11706989999999,49.8798458
Euston ST Manitoba,"Euston St, Winnipeg, MB R2G, Canada",-97.0892125,49.9371074
Evans ST Manitoba,"Evans St, Winnipeg, MB R2J, Canada",-97.10041199999999,49.8783657
Evanson ST Manitoba,"Evanson St, Winnipeg, MB R3G, Canada",-97.170688,49.8812277
Evelyn Reese BLVD Manitoba,"Evelyne Reese Blvd, Winnipeg, MB R3X, Canada",-97.064543,49.82571429999999
Evelyn Shannon PL Manitoba,"Evelyn Shannon Pl, Winnipeg, MB R3W, Canada",-97.03969440000002,49.9205317
Evenlea Walk Manitoba,"Evenlea Walk, Winnipeg, MB R2G, Canada",-97.0656913,49.9438205
Evenwood CR Manitoba,"Evenwood Crescent, Winnipeg, MB R3R, Canada",-97.31879389999999,49.8540185
Everden RD Manitoba,"Everden Rd, Winnipeg, MB R2N, Canada",-97.08778799999999,49.812759
Everglade PL Manitoba,"Everglade Pl, Winnipeg, MB R2J, Canada",-97.06389399999999,49.852847
Everingham Bay Manitoba,"Everingham Bay, Winnipeg, MB R2N, Canada",-97.08978400000001,49.806185
Evesham Key Manitoba,"Evesham Key, Winnipeg, MB R3R, Canada",-97.2624172,49.8457704
Evita PL Manitoba,"Evita Pl, Winnipeg, MB R3W, Canada",-97.0291136,49.9035617
Exbury PL Manitoba,"Exbury Pl, Winnipeg, MB R3Y, Canada",-97.199713,49.812071
Exmouth BLVD Manitoba,"Exmouth Blvd, Winnipeg, MB R3P 0C1, Canada",-97.21577649999999,49.8618411
Fair PL Manitoba,"Fair Pl, Winnipeg, MB R2G, Canada",-97.0556393,49.9455218
Fairbrook CV Manitoba,"Fairbrook Cove, Winnipeg, MB R3T, Canada",-97.1688329,49.7871988
Fairfield AVE Manitoba,"Fairfield Ave, Winnipeg, MB R3T, Canada",-97.1623381,49.7966494
Fairgrove Bay Manitoba,"Fairgrove Bay, Winnipeg, MB R2R, Canada",-97.209344,49.943746
Fairhaven RD Manitoba,"Fairhaven Rd, Winnipeg, MB R3P, Canada",-97.19388239999999,49.82645489999999
Fairland CV Manitoba,"Fairland Cove, Winnipeg, MB R3T, Canada",-97.17126619999999,49.77885140000001
Fairlane AVE Manitoba,"Fairlane Ave, Winnipeg, MB R2Y, Canada",-97.3093469,49.8864184
Fairmont RD Manitoba,"Fairmont Rd, Winnipeg, MB R3R, Canada",-97.2747758,49.851625
Fairview DR Manitoba,"Fairview Dr, Winnipeg, MB R2C, Canada",-96.97821820000001,49.9066953
Fairway PL Manitoba,"Fairway Pl, Winnipeg, MB R3R, Canada",-97.2752087,49.8661679
Falcon Ridge DR Manitoba,"Falcon Ridge Dr, Winnipeg, MB R3Y, Canada",-97.18842839999999,49.8235093
Falconer Bay Manitoba,"Falconer Bay, Winnipeg, MB R2M, Canada",-97.13237629999999,49.82932400000001
Falconwood Court Manitoba,"Falconwood Ct, Winnipeg, MB R3P, Canada",-97.1837777,49.8289142
Fall Ridge RD Manitoba,"Fall Ridge Rd, Winnipeg, MB R3Y, Canada",-97.18520339999999,49.8236268
Fallbrook Bay Manitoba,"Fallbrook Bay, Winnipeg, MB R2J, Canada",-97.08395999999999,49.851749
Farlinger Bay Manitoba,"Farlinger Bay, Winnipeg, MB R2V, Canada",-97.1400194,49.9538979
Farmingdale BLVD Manitoba,"Farmingdale Blvd, Winnipeg, MB R3P, Canada",-97.1904322,49.8284401
Farnham RD Manitoba,"Farnham Rd, Winnipeg, MB R2J, Canada",-97.0817546,49.8442476
Farnley PL Manitoba,"Farnley Pl, Winnipeg, MB R3R, Canada",-97.31757600000002,49.850116
Farwell Bay Manitoba,"Farwell Bay, Winnipeg, MB R3T, Canada",-97.15997109999999,49.8352776
Father Labont? AVE Manitoba,"Father Labonte Ave, Winnipeg, MB R3V, Canada",-97.14918829999999,49.7526952
Fawcett AVE Manitoba,"Fawcett Ave, Winnipeg, MB R3G, Canada",-97.1613929,49.8843126
Fawn PL Manitoba,"Fawn Pl, Winnipeg, MB R3R, Canada",-97.2527485,49.8534973
Fearn AVE Manitoba,"Fearn Ave, Winnipeg, MB R2K 3E8, Canada",-97.0924835,49.93173119999999
Featherstone Way Manitoba,"Featherstone Way, Winnipeg, MB R2R, Canada",-97.202721,49.932957
Felix AVE Manitoba,"Felix Ave, Winnipeg, MB R3G, Canada",-97.1881205,49.8892468
Fennbark PL Manitoba,"Fennbark Pl, Winnipeg, MB R2M, Canada",-97.10388809999999,49.8306065
Fennell ST Manitoba,"Fennell St, Winnipeg, MB R3T, Canada",-97.1709281,49.8399813
Fenwick PL Manitoba,"Fenwick Pl, Winnipeg, MB R3T, Canada",-97.1713261,49.7906892
Fermor AVE Manitoba,"Fermor Ave, Manitoba, Canada",-97.0411475,49.8559873
Fernbank AVE Manitoba,"Fernbank Ave, Winnipeg, MB R2V, Canada",-97.087094,49.9610533
Ferndale AVE Manitoba,"Ferndale Ave, Winnipeg, MB R2H, Canada",-97.1273046,49.87541599999999
Ferngrove Walk Manitoba,"Ferngrove Walk, Winnipeg, MB R2V, Canada",-97.09628339999999,49.9639594
Fernleaf DR Manitoba,"Fernleaf Dr, Winnipeg, MB R2M, Canada",-97.13307569999999,49.8211597
Fernwood AVE Manitoba,"Fernwood Ave, Winnipeg, MB R2M, Canada",-97.10597349999999,49.84976529999999
Ferrier ST Manitoba,"Ferrier St, Winnipeg, MB R2V, Canada",-97.1191539,49.9555313
Ferry RD Manitoba,"Ferry Rd, Winnipeg, MB, Canada",-97.2181884,49.88667969999999
Fidler AVE Manitoba,"Fidler Ave, Winnipeg, MB R3J, Canada",-97.24212899999999,49.8814291
Fieldstone Bay Manitoba,"Fieldstone Bay, Winnipeg, MB R2Y, Canada",-97.28464699999999,49.8931313
Fife ST Manitoba,"Fife St, Winnipeg, MB, Canada",-97.16941299999999,49.935948
Fifth AVE Manitoba,"Fifth Ave, Winnipeg, MB R2M, Canada",-97.1092094,49.8720986
Figaro ST Manitoba,"Figaro St, Winnipeg, MB R2L, Canada",-97.0855886,49.9030158
Filbert CR Manitoba,"Filbert Crescent, Winnipeg, MB R3W, Canada",-97.03656199999999,49.9176914
Filkow Bay Manitoba,"Filkow Bay, Winnipeg, MB R2P, Canada",-97.1853727,49.9491264
Findlay PL Manitoba,"Findlay Pl, Winnipeg, MB R2R, Canada",-97.196394,49.949582
Finestone ST Manitoba,"Finestone St, Winnipeg, MB R2R, Canada",-97.2109533,49.9364551
Fir ST Manitoba,"Saint Theresa Point, MB, Canada",-94.849654,53.832766
Firbridge CR Manitoba,"Firbridge Crescent, Winnipeg, MB R3T, Canada",-97.1599511,49.7929024
Fireside CR Manitoba,"Fireside Crescent, Winnipeg, MB R2C, Canada",-97.01886669999999,49.91447590000001
First AVE Manitoba,"1 Ave, Vita, MB R0A 2K0, Canada",-96.56855999999999,49.13525
Fisher ST Manitoba,"Fisher St, Winnipeg, MB R3L, Canada",-97.12378299999999,49.863498
Fitzgerald CR Manitoba,"Fitzgerald Crescent, Winnipeg, MB R3R, Canada",-97.31401489999999,49.8514022
Fitzpatrick RD Manitoba,"Fitzpatrick Rd, Winnipeg, MB R2M, Canada",-97.1046368,49.8414395
Flamingo AVE Manitoba,"Flamingo Ave, Winnipeg, MB, Canada",-97.275819,49.886196
Fleet AVE Manitoba,"Fleet Ave, Winnipeg, MB, Canada",-97.16760699999999,49.862291
Fleetwood RD Manitoba,"Fleetwood Rd, Winnipeg, MB R3Y, Canada",-97.21410999999999,49.810468
Fleming AVE Manitoba,"Fleming Ave, Winnipeg, MB R2K, Canada",-97.0789726,49.914752
Fletcher CR Manitoba,"Fletcher Crescent, Winnipeg, MB R3T, Canada",-97.1486142,49.8379156
Flett AVE Manitoba,"Flett Ave, Winnipeg, MB R2K, Canada",-97.07167299999999,49.921721
Fleury PL Manitoba,"Fleury Pl, Winnipeg, MB R2J, Canada",-97.08067299999999,49.868754
Flight RD Manitoba,"Flight Rd, Winnipeg, MB R3H, Canada",-97.21902949999999,49.8995205
Flint ST Manitoba,"Flint St, Winnipeg, MB R3E, Canada",-97.186995,49.9124218
Flora AVE Manitoba,"Flora Ave, Winnipeg, MB, Canada",-97.14574479999999,49.91499049999999
Flora PL Manitoba,"Flora Pl, Winnipeg, MB R2X, Canada",-97.1602669,49.9196768
Flora PL South Manitoba,"Flora Pl, Winnipeg, MB R2X, Canada",-97.1602669,49.9196768
Flye AVE Manitoba,"Flye Ave, Winnipeg, MB R2R, Canada",-97.207515,49.93566149999999
Flynn ST Manitoba,"Flynn St, Winnipeg, MB R2M, Canada",-97.1242923,49.8369626
Foch AVE Manitoba,"Foch Ave, Winnipeg, MB R2C, Canada",-97.0099888,49.8784103
Foley AVE Manitoba,"Foley Ave, Winnipeg, MB R2V 4X9, Canada",-97.10233769999999,49.9527923
Folkestone BLVD Manitoba,"Folkestone Blvd, Winnipeg, MB R3P, Canada",-97.212801,49.8600787
Fontaine CR Manitoba,"Fontaine Crescent, Winnipeg, MB R2J, Canada",-97.080794,49.869438
Foot PL Manitoba,"Foot Place, Winnipeg, MB R2Y 0K7, Canada",-97.3155058,49.8996339
Forbes RD Manitoba,"Forbes Rd, Winnipeg, MB R2N, Canada",-97.1004047,49.779128
Fordham Bay Manitoba,"Fordham Bay, Winnipeg, MB R3T, Canada",-97.1386203,49.7956449
Forest CV DR Manitoba,"Forest Cove Dr, Winnipeg, MB R2R, Canada",-97.2034065,49.9465729
Forest Lake DR Manitoba,"Forest Lake Dr, Winnipeg, MB R3T, Canada",-97.16572839999999,49.8064737
Forest Park DR Manitoba,"Forest Park Dr, Winnipeg, MB R2V, Canada",-97.1384865,49.9435705
Forestgate AVE Manitoba,"Forestgate Ave, Winnipeg, MB R3P, Canada",-97.1990495,49.8341182
Forks Market RD Manitoba,"Forks Market Rd, Winnipeg, MB R3C, Canada",-97.1317727,49.8882343
Forrest AVE Manitoba,"Forrest Ave E, Dauphin, MB R7N, Canada",-100.0369461,51.158893
Forrester AVE Manitoba,"Forrester Ave, Winnipeg, MB R2M, Canada",-97.09182349999999,49.832352
Fort Gibralter Trail Manitoba,"Fort Gibraltar Trail, Winnipeg, MB R3C, Canada",-97.1320468,49.8875238
Fort ST Manitoba,"Fort St, Winnipeg, MB, Canada",-97.137138,49.8900726
Fortier AVE Manitoba,"Fortier Ave, Winnipeg, MB R2G, Canada",-97.0751562,49.949927
Foster ST Manitoba,"Foster St, Winnipeg, MB R2L, Canada",-97.092355,49.90341
Fountain ST Manitoba,"Fountain St, Winnipeg, MB R3A, Canada",-97.1420177,49.904556
Four Mile RD Manitoba,"Four Mile Rd, Winnipeg, MB R2N, Canada",-97.05998989999999,49.7926583
Fourth AVE Manitoba,"4 Ave, La Salle, MB R0G, Canada",-97.26387849999999,49.6881768
Fowler ST Manitoba,"Fowler St, Winnipeg, MB R2W, Canada",-97.1257748,49.9200075
Foxberry Bay Manitoba,"Foxberry Bay, Winnipeg, MB R3R, Canada",-97.321049,49.8521919
Foxborough RD Manitoba,"Foxborough Rd, Winnipeg, MB R2C, Canada",-96.96603239999999,49.907607
Foxdale AVE Manitoba,"Foxdale Ave, Winnipeg, MB R2G, Canada",-97.0639456,49.9511105
Foxmeadow DR Manitoba,"Foxmeadow Dr, Winnipeg, MB R3P, Canada",-97.1832457,49.8289109
Foxwarren DR Manitoba,"Foxwarren Dr, Winnipeg, MB R2P, Canada",-97.19326699999999,49.9639366
Foyle ST Manitoba,"Foyle St, Winnipeg, MB R2R, Canada",-97.1987549,49.9404309
Frances ST Manitoba,"Frances St, Winnipeg, MB, Canada",-97.1477013,49.8994255
Frank ST Manitoba,"Frank St, Winnipeg, MB R3N, Canada",-97.2066229,49.873607
Franklin Bay Manitoba,"Franklin Bay, Winnipeg, MB R3K, Canada",-97.29566000000001,49.867389
Fraser RD Manitoba,"Fraser Rd, Winnipeg, MB R2N, Canada",-97.1017897,49.7727539
Frasers Grove Manitoba,"Frasers Grove, Winnipeg, MB R2K, Canada",-97.0978568,49.9362838
Frederick AVE Manitoba,"Frederick Ave, Winnipeg, MB R2M, Canada",-97.1097879,49.8465953
Freedman CR Manitoba,"Freedman Crescent, Winnipeg, MB R3T, Canada",-97.1321715,49.805801
Freemont Bay Manitoba,"Freemont Bay, Winnipeg, MB R2Y, Canada",-97.306544,49.885291
Frezenberg Manitoba,"Manitoba, Canada",-98.8138762,53.7608608
Frigate Bay Manitoba,"Frigate Bay, Winnipeg, MB R3X, Canada",-97.0571375,49.8277734
Frobisher RD Manitoba,"Frobisher Rd, Winnipeg, MB R2N, Canada",-97.09866389999999,49.7984033
Frog Plain Way Manitoba,"Frog Plain Way, Winnipeg, MB R2V, Canada",-97.1049204,49.95572259999999
Front ST Manitoba,"Main St, Manitoba, Canada",-97.02563870000002,50.0400132
Frontenac Bay Manitoba,"Frontenac Bay, Winnipeg, MB R2J, Canada",-97.08422999999999,49.868121
Frost AVE Manitoba,"Frost Ave, Winnipeg, MB R3K, Canada",-97.29281499999999,49.868531
Fuga Bay Manitoba,"Fuga Bay, Winnipeg, MB R2R, Canada",-97.2041613,49.9437143
Fulham AVE Manitoba,"Fulham Ave, Winnipeg, MB R3N, Canada",-97.20517470000001,49.8738266
Fuller AVE Manitoba,"Fuller Ave, Manitou, MB R0G 1G0, Canada",-98.5377326,49.2411341
Fulton ST Manitoba,"Fulton St, Winnipeg, MB R2N, Canada",-97.080584,49.8145219
Fultz BLVD Manitoba,"Fultz Blvd, Winnipeg, MB R3Y, Canada",-97.1897192,49.8127684
Furber Lane Manitoba,"Furber Ln, Winnipeg, MB R3R, Canada",-97.27379979999999,49.8515914
Furby ST Manitoba,"Furby St, Winnipeg, MB, Canada",-97.15744439999999,49.8919568
Furlan BLVD Manitoba,"Furlan Blvd, Winnipeg, MB R3R, Canada",-97.3020787,49.8602958
Furness Bay Manitoba,"Furness Bay, Winnipeg, MB R2N, Canada",-97.105239,49.804395
Furniture Park RD Manitoba,"Furniture Park, Winnipeg, MB R2G, Canada",-97.066402,49.93064099999999
Gables Court Manitoba,"Gables Ct, Winnipeg, MB R2C, Canada",-96.9765245,49.9016509
Gaboury PL Manitoba,"Gaboury Pl, Winnipeg, MB R2H, Canada",-97.10945699999999,49.886378
Gabrielle Roy PL Manitoba,"Gabrielle Roy Place, Winnipeg, MB R2H, Canada",-97.1204846,49.8969247
Gadwall PL Manitoba,"Gadwall Pl, Winnipeg, MB R2J, Canada",-97.079793,49.848567
Gagnon ST Manitoba,"Gagnon St, Winnipeg, MB R3K, Canada",-97.3218007,49.87778290000001
Gainsborough CV Manitoba,"Gainsborough Cove, Winnipeg, MB R2R, Canada",-97.203279,49.93282
Gaitwin CV Manitoba,"Gaitwin Cove, Winnipeg, MB R2N, Canada",-97.09054499999999,49.811767
Galaxy Way Manitoba,"Galaxy Way, Winnipeg, MB R2P, Canada",-97.15936699999999,49.951121
Galbraith CR Manitoba,"Galbraith Crescent, Winnipeg, MB R2Y, Canada",-97.3108085,49.89469099999999
Galinee Bay Manitoba,"Galinee Bay, Winnipeg, MB R3K, Canada",-97.2985235,49.8767623
Gallagher AVE Manitoba,"Gallagher Ave, Winnipeg, MB R3E, Canada",-97.1827229,49.9184479
Gallagher AVE West Manitoba,"Gallagher Ave W, Winnipeg, MB, Canada",-97.1962449,49.92276349999999
Galloway ST Manitoba,"Galloway St, Winnipeg, MB R2X, Canada",-97.15275899999999,49.929423
Galsworthy PL Manitoba,"Galsworthy Pl, Winnipeg, MB R3K, Canada",-97.3105824,49.86937959999999
Galt AVE Manitoba,"Galt Ave, Winnipeg, MB R3B, Canada",-97.1325335,49.9008919
Gamble PL Manitoba,"Gamble Pl, Winnipeg, MB R3T, Canada",-97.1793545,49.8284252
Garden Grove DR Manitoba,"Garden Grove Dr, Winnipeg, MB R2R, Canada",-97.2115752,49.94302930000001
Garden Park DR Manitoba,"Garden Park Dr, Winnipeg, MB R2V, Canada",-97.1390529,49.95359990000001
Garden RD Manitoba,"Garden Rd, Winnipeg, MB R3J, Canada",-97.20687579999999,49.8792365
Garden View DR Manitoba,"Garden View Dr, Manitoba, Canada",-97.16103919999999,49.989437
Gardenia Bay Manitoba,"Gardenia Bay, Winnipeg, MB R2P, Canada",-97.17770499999999,49.95800699999999
Gardenton AVE Manitoba,"Gardenton Ave, Winnipeg, MB R2R, Canada",-97.19274850000001,49.9521044
Gardner CV Manitoba,"Gardner Cove, Winnipeg, MB R2C, Canada",-97.0450699,49.8925385
Gareau ST Manitoba,"Gareau St, Winnipeg, MB R2J, Canada",-97.09658220000001,49.8763586
Garfield ST North Manitoba,"Garfield St N, Winnipeg, MB, Canada",-97.1762145,49.8970728
Garfield ST South Manitoba,"Garfield St S, Winnipeg, MB R3G, Canada",-97.1773879,49.88183069999999
Garlies ST Manitoba,"Garlies St, Winnipeg, MB R2W, Canada",-97.1488509,49.927664
Garnet Bay Manitoba,"Garnet Bay, Winnipeg, MB R3T, Canada",-97.1484582,49.8351552
Garrioch AVE Manitoba,"Garrioch Ave, Winnipeg, MB R3J, Canada",-97.24687469999999,49.88375930000001
Garry ST Manitoba,"Garry St, Winnipeg, MB, Canada",-97.13927149999999,49.8912521
Garton AVE Manitoba,"Garton Ave, Winnipeg, MB R2R, Canada",-97.199778,49.950459
Garvie Bay Manitoba,"Garvie Bay, Winnipeg, MB R2K, Canada",-97.0640593,49.91103469999999
Garvie Walk Manitoba,"Garvie Bay, Winnipeg, MB R2K, Canada",-97.0640593,49.91103469999999
Garwick CV Manitoba,"Garwick Cove, Winnipeg, MB R2J, Canada",-97.0508052,49.8456632
Garwood AVE Manitoba,"Garwood Ave, Winnipeg, MB, Canada",-97.154231,49.865904
Gascon RD Manitoba,"Gascon Rd, Winnipeg, MB R2M, Canada",-97.09324749999999,49.8305999
Gateside ST Manitoba,"Gateside St, Winnipeg, MB R2V, Canada",-97.1071396,49.9583045
Gateway RD Manitoba,"Gateway Rd, Manitoba, Canada",-97.05556779999999,49.9412119
Gatineau Bay Manitoba,"Gatineau Bay, Winnipeg, MB R2J, Canada",-97.069833,49.85789
Gault RD Manitoba,"Gault Rd, Winnipeg, MB, Canada",-97.2088467,49.8547272
Gauvin ST Manitoba,"Gauvin St, Winnipeg, MB R2H, Canada",-97.11874739999999,49.8730872
Gauvreau RD Manitoba,"Gauvreau Rd, Winnipeg, MB R3X, Canada",-97.071919,49.837508
Gaylene PL Manitoba,"Gaylene Pl, Winnipeg, MB R3T, Canada",-97.1557067,49.8165981
Gaynor PL Manitoba,"Gaynor Pl, Winnipeg, MB R2R, Canada",-97.2164384,49.93583899999999
Gelhorn PL Manitoba,"Gelhorn Pl, Winnipeg, MB R2P, Canada",-97.1926508,49.9655889
Gemini AVE Manitoba,"Gemini Ave, Winnipeg, MB R2G, Canada",-97.0679329,49.9382119
Gendreau AVE Manitoba,"Avenue Gendreau, Winnipeg, MB, Canada",-97.16129819999999,49.7634588
Genthon ST Manitoba,"Genthon St, Winnipeg, MB R2H, Canada",-97.1156006,49.876816
George AVE Manitoba,"George Ave, Winkler, MB R6W, Canada",-97.9188429,49.18249060000001
George Marshall Way Manitoba,"George Marshall Way, Winnipeg, MB R2C, Canada",-96.97339009999999,49.8988005
George Reshaur Bay Manitoba,"George Reshaur Bay, Winnipeg, MB R2C, Canada",-96.9646511,49.8952471
George Suttie Bay Manitoba,"George Suttie Bay, Winnipeg, MB R2K, Canada",-97.070343,49.904697
Georges Druwe CR Manitoba,"Georges Druwe Crescent, Winnipeg, MB R3X, Canada",-97.0593541,49.829543
Georgetown DR Manitoba,"Georgetown Dr, Winnipeg, MB R3Y, Canada",-97.21195800000001,49.805634
Geraldine DR Manitoba,"Geraldine Dr, Winnipeg, MB R3R, Canada",-97.2625557,49.8624906
Gerard ST Manitoba,"Gerard St, Winnipeg, MB R3L, Canada",-97.1470817,49.8783403
Gerrond Bay Manitoba,"Gerrond Bay, Winnipeg, MB R2Y, Canada",-97.30021599999999,49.8936611
Gertie ST Manitoba,"Gertie St, Winnipeg, MB R3A, Canada",-97.1480812,49.9005231
Gertrude AVE Manitoba,"Gertrude Ave, Winnipeg, MB, Canada",-97.1449789,49.875608
Gervais PL Manitoba,"Gervais Pl, Winnipeg, MB R3V, Canada",-97.16270639999999,49.7687404
Ghent CV Manitoba,"Ghent Cove, Winnipeg, MB R3R 3K2, Canada",-97.259067,49.85336600000001
Gibbs ST Manitoba,"Gibbs St, Winnipeg, MB R2V, Canada",-97.10778959999999,49.9540313
Gibraltar Bay Manitoba,"Gibraltar Bay, Winnipeg, MB R2Y, Canada",-97.30434299999999,49.895032
Giiwe CV Manitoba,"Giiwe Cove, Winnipeg, MB R2W, Canada",-97.138904,49.90938500000001
Gilbert AVE Manitoba,"Gilbert Ave, Winnipeg, MB R2X, Canada",-97.18702499999999,49.932482
Gilia DR Manitoba,"Gilia Dr, Winnipeg, MB R2V, Canada",-97.1449629,49.9485481
Gillies CR Manitoba,"Gillies Crescent, Winnipeg, MB R2C, Canada",-97.03770639999999,49.8896625
Gillingham AVE Manitoba,"Gillingham Ave, Winnipeg, MB R3T, Canada",-97.1412819,49.7872036
Gillson ST Manitoba,"Gillson St, Winnipeg, MB R3T, Canada",-97.1326711,49.80858749999999
Gilmore AVE Manitoba,"Gilmore Ave, Winnipeg, MB R2G, Canada",-97.0688673,49.9463863
Gimli PL Manitoba,"Gimli Pl, Winnipeg, MB R2R, Canada",-97.197384,49.9401439
Girdwood CR Manitoba,"Girdwood Crescent, Winnipeg, MB R2K, Canada",-97.0672709,49.9081582
Giroux ST Manitoba,"Giroux St, Winnipeg, MB R2J, Canada",-97.10285259999999,49.8845408
Girton BLVD Manitoba,"Girton Blvd, Winnipeg, MB R3P, Canada",-97.2139909,49.869934
Gladstone ST Manitoba,"Gladstone St, Winnipeg, MB R2W, Canada",-97.12278459999999,49.9059507
Glasgow AVE Manitoba,"Glasgow Ave, Winnipeg, MB R3L 0S8, Canada",-97.136045,49.869734
Glastonbury BLVD Manitoba,"Glastonbury Blvd, Winnipeg, MB R3P, Canada",-97.2141664,49.859752
Glen AVE Manitoba,"Glen Ave, Winnipeg, MB R2M, Canada",-97.1151476,49.85058009999999
Glen Meadow ST Manitoba,"Glen Meadow St, Winnipeg, MB R2M, Canada",-97.11862409999999,49.8283909
Glen Oaks CV Manitoba,"Glen Oaks Cove, Winnipeg, MB R3R, Canada",-97.3115225,49.8531835
Glenacres CR Manitoba,"Glenacres Crescent, Winnipeg, MB R3T, Canada",-97.1715541,49.7796147
Glenbrook CR Manitoba,"Glenbrook Crescent, Winnipeg, MB R3T, Canada",-97.1634548,49.7828327
Glenbush ST Manitoba,"Glenbush Street, Winnipeg, MB R3R, Canada",-97.294482,49.848506
Glencairn RD Manitoba,"Glencairn Rd, Winnipeg, MB R2V, Canada",-97.09050210000001,49.9671046
Glencoe AVE Manitoba,"Glencoe Ave, Winnipeg, MB R2K, Canada",-97.10423499999999,49.93646500000001
Glencrest PL Manitoba,"Glencrest Pl, Winnipeg, MB R3P, Canada",-97.1818545,49.8364353
Glendale BLVD Manitoba,"Glendale Blvd, Winnipeg, MB R3J, Canada",-97.27156769999999,49.8722891
Gleneagles RD Manitoba,"Gleneagles Rd, Winnipeg, MB R2J, Canada",-97.082428,49.8480863
Glengarry DR Manitoba,"Glengarry Dr, Winnipeg, MB R3T, Canada",-97.1462581,49.8195218
Glenham CV Manitoba,"Glenham Cove, Winnipeg, MB R2N, Canada",-97.09292099999999,49.807888
Glenlawn AVE Manitoba,"Glenlawn Ave, Winnipeg, MB R2M, Canada",-97.1168501,49.8527693
Glenthorne CR Manitoba,"Glenthorne Crescent, Winnipeg, MB R2M, Canada",-97.1164946,49.8208491
Glenview AVE Manitoba,"Glenview Ave, Winnipeg, MB R2M, Canada",-97.1152097,49.84838389999999
Glenwood CR Manitoba,"Glenwood Crescent, Winnipeg, MB R2L, Canada",-97.12262299999999,49.917431
Gnapp CV Manitoba,"Gnapp Cove, Winnipeg, MB R3R, Canada",-97.2591582,49.8507013
Gobert CR Manitoba,"Gobert Crescent, Winnipeg, MB R2N, Canada",-97.1126644,49.7989597
Golden Eagle DR Manitoba,"Golden Eagle Dr, Winnipeg, MB R2K, Canada",-97.0520392,49.9203287
Golden Gate Bay Manitoba,"Golden Gate Bay, Winnipeg, MB R3J, Canada",-97.25981,49.880888
Golden Willow CR Manitoba,"Golden Willow Crescent, Winnipeg, MB R2M, Canada",-97.13097379999999,49.8227287
Goldenrod CV Manitoba,"Goldenrod Cove, Winnipeg, MB R2J, Canada",-97.04751,49.84965099999999
Goldthorpe CR Manitoba,"Goldthorpe Crescent, Winnipeg, MB R2N, Canada",-97.097541,49.818261
Golf BLVD Manitoba,"Golf Blvd, Winnipeg, MB R3K, Canada",-97.285811,49.878121
Golspie ST Manitoba,"Golspie St, Winnipeg, MB R2K, Canada",-97.0875754,49.9206952
Gomez ST Manitoba,"Gomez St, Winnipeg, MB R3B, Canada",-97.125208,49.903412
Good ST Manitoba,"1225 St Mary's Rd Unit #54A, Winnipeg, MB R2M 5E5, Canada",-97.1096845,49.8296086
Goodridge CR Manitoba,"Goodridge Crescent, Winnipeg, MB R2Y, Canada",-97.2903722,49.8983972
